ID,Espèce,Chemin d'accès
original (3),Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original (3).jpeg
original (3),Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original (3).jpg
original (4),Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original (4).jpg
original (5),Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original (5).jpg
original (6),Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original (6).jpg
original (7),Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original (7).jpg
original (8),Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original (8).jpg
original,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original.jpeg
original,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\original.jpg
pair-kitty-cat-paw-prints-260nw-2283038419,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\pair-kitty-cat-paw-prints-260nw-2283038419.webp
paw-prints-583794_1280,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\paw-prints-583794_1280.jpg
paw-prints-6930357_1280,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\paw-prints-6930357_1280.jpg
paws-1959794_1280,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\paws-1959794_1280.jpg
perftrack,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\perftrack.jpg
s1hyha,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\s1hyha.jpg
s2660a,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\s2660a.jpg
snow-861557_1280,Chat,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chat\snow-861557_1280.jpg
