ID,Espèce,Chemin d'accès
Coyote-Tracks-(12),Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-(12).jpg
Coyote-Tracks-(14),Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-(14).jpg
Coyote-Tracks-(5),Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-(5).jpg
Coyote-Tracks-(7),Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-(7).jpg
Coyote-Tracks-(8),Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-(8).jpg
Coyote-Tracks-1,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-1.jpg
Coyote-Tracks-10,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-10.jpg
Coyote-Tracks-11,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-11.jpg
Coyote-Tracks-13,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-13.jpg
Coyote-Tracks-2,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-2.jpg
coyote-tracks-260nw-528961438,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\coyote-tracks-260nw-528961438.webp
Coyote-Tracks-5,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-5.jpg
Coyote-Tracks-6,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-6.jpg
Coyote-Tracks-7,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-7.jpg
Coyote-Tracks-8,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks-8.jpg
coyote-tracks-dirt-on-arizona-260nw-2277377341,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\coyote-tracks-dirt-on-arizona-260nw-2277377341.webp
Coyote-Tracks,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\Coyote-Tracks.jpg
dog-footprint-on-earth-260nw-148533323,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\dog-footprint-on-earth-260nw-148533323.webp
dog-footprint-on-sand-260nw-150072893,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\dog-footprint-on-sand-260nw-150072893.webp
gettyimages-1331290460-612x612,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\gettyimages-1331290460-612x612.jpg
gettyimages-960431882-612x612,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\gettyimages-960431882-612x612.jpg
gp5g41,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\gp5g41.jpg
k8gd14,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\k8gd14.jpg
original (7),Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\original (7).jpg
pdy9ca,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\pdy9ca.jpg
r3t1hw,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\r3t1hw.jpg
rhac2j,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\rhac2j.jpg
trwb8y,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\trwb8y.jpg
wolf-canis-lupus-paw-foot-260nw-118397923,Coyote,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Coyote\wolf-canis-lupus-paw-foot-260nw-118397923.webp
