ID,Espèce,Chemin d'accès
gray-wolf-canis-lupus-tracks-in-sand-in-glacier-bay-national-park-AJTBYR,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\gray-wolf-canis-lupus-tracks-in-sand-in-glacier-bay-national-park-AJTBYR.jpg
Gray-Wolf-Tracks-(3),Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\Gray-Wolf-Tracks-(3).jpg
grey-wolf-tracks-in-the-snow-the-carpathian-mountains-poland-2HGCD2T,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\grey-wolf-tracks-in-the-snow-the-carpathian-mountains-poland-2HGCD2T.jpg
indian-wolf-canis-lupus-pallipes-or-canis-indicapaw-prints-in-dry-GY7J62,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\indian-wolf-canis-lupus-pallipes-or-canis-indicapaw-prints-in-dry-GY7J62.jpg
indian-wolfcanis-lupus-pallipesand-indian-jackalcanis-aureus-indicuspaw-HCK8EX,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\indian-wolfcanis-lupus-pallipesand-indian-jackalcanis-aureus-indicuspaw-HCK8EX.jpg
istockphoto-1291656709-1024x1024,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\istockphoto-1291656709-1024x1024.jpg
istockphoto-1463096424-1024x1024,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\istockphoto-1463096424-1024x1024.jpg
istockphoto-997953386-1024x1024,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\istockphoto-997953386-1024x1024.jpg
le-loup-titres,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\le-loup-titres.jpg
lone-wolf-tracks-in-a-grassland-near-the-yaak-river-in-winter-yaak-valley-northwest-montana-photo-by-randy-beacham-2ERHJMX,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\lone-wolf-tracks-in-a-grassland-near-the-yaak-river-in-winter-yaak-valley-northwest-montana-photo-by-randy-beacham-2ERHJMX.jpg
muddy-wolf-paw-prints-in-yellwostone-national-park-2J2H4B6,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\muddy-wolf-paw-prints-in-yellwostone-national-park-2J2H4B6.jpg
north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-mud-2H3BP7J,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-mud-2H3BP7J.jpg
north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-mud-2H3BP9K,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-mud-2H3BP9K.jpg
north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-mud-2H3BPCR,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-mud-2H3BPCR.jpg
north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-snow-2H3BPHN,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\north-america-united-states-alaska-spring-wildlife-wolf-canis-lupus-wolf-tracks-in-snow-2H3BPHN.jpg
original,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original.jpg
original_1,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_1.jpeg
original_10,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_10.jpg
original_11,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_11.jpeg
original_12,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_12.jpeg
original_13,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_13.jpeg
original_14,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_14.jpeg
original_2,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_2.jpg
original_3,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_3.jpeg
original_4,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_4.jpg
original_5,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_5.jpeg
original_6,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_6.jpg
original_7,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_7.jpeg
original_8,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_8.jpg
original_9,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\original_9.jpeg
sentiers-de-loup-dans-la-neige-C3A0-cC3B4tC3A9-dune-main-dhomme,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\sentiers-de-loup-dans-la-neige-C3A0-cC3B4tC3A9-dune-main-dhomme.jpg
timber-wolf-tracks-in-the-snow-on-kabetogama-lake-voyageurs-national-G13FR5,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\timber-wolf-tracks-in-the-snow-on-kabetogama-lake-voyageurs-national-G13FR5.jpg
titres-de-loup-dans-la-neige,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\titres-de-loup-dans-la-neige.jpg
tracez-le-chien-dans-le-sable-humide-lempreinte-de-la-patte-de-loup-sur-le-sol-cru,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\tracez-le-chien-dans-le-sable-humide-lempreinte-de-la-patte-de-loup-sur-le-sol-cru.jpg
wolf-canus-lupus-tracks-cross-a-gravel-bar-along-the-noatak-river-CX3NKN,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-canus-lupus-tracks-cross-a-gravel-bar-along-the-noatak-river-CX3NKN.jpg
wolf-paw-print-D1PKFF,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-paw-print-D1PKFF.jpg
wolf-titres,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-titres.jpg
wolf-track-in-snow-2FP76XX,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-track-in-snow-2FP76XX.jpg
wolf-track-in-snow-2FP77N4,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-track-in-snow-2FP77N4.jpg
wolf-track-wilderness-prints-in-the-mud-of-howse-river-flats-banff-national-park-canadian-rocky-mountains-MHCCAH,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-track-wilderness-prints-in-the-mud-of-howse-river-flats-banff-national-park-canadian-rocky-mountains-MHCCAH.jpg
Wolf-Tracks-6,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\Wolf-Tracks-6.jpg
Wolf-Tracks-7,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\Wolf-Tracks-7.jpg
wolf-tracks-canning-river-APET0T,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-canning-river-APET0T.jpg
wolf-tracks-GKDYPX,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-GKDYPX.jpg
wolf-tracks-GKFRC3,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-GKFRC3.jpg
wolf-tracks-in-denali-national-park-in-alaska-M45PBT,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-denali-national-park-in-alaska-M45PBT.jpg
wolf-tracks-in-dry-mud-DBY7F3,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-dry-mud-DBY7F3.jpg
wolf-tracks-in-northern-manitoba-canada-the-tracks-have-been-left-by-a-wild-wolf-RTTX95,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-northern-manitoba-canada-the-tracks-have-been-left-by-a-wild-wolf-RTTX95.jpg
wolf-tracks-in-northern-manitoba-canada-the-tracks-have-been-left-by-a-wild-wolf-RWH0BD,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-northern-manitoba-canada-the-tracks-have-been-left-by-a-wild-wolf-RWH0BD.jpg
wolf-tracks-in-northern-spain-H6CMC1,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-northern-spain-H6CMC1.jpg
wolf-tracks-in-snow-GKFP2G,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-snow-GKFP2G.jpg
wolf-tracks-in-snow-in-yellowstone-national-park-EE499W,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-snow-in-yellowstone-national-park-EE499W.jpg
Wolf-Tracks-in-Snow,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\Wolf-Tracks-in-Snow.jpg
wolf-tracks-in-the-snow-B19PW7,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-the-snow-B19PW7.jpg
wolf-tracks-in-the-snow-B19TE0,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-the-snow-B19TE0.jpg
wolf-tracks-in-the-snow-GKE316,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-the-snow-GKE316.jpg
wolf-tracks-in-the-snow-on-fountain-freight-road-at-the-yellowstone-M0K5HR,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-the-snow-on-fountain-freight-road-at-the-yellowstone-M0K5HR.jpg
wolf-tracks-in-the-snow-S01JWN,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-the-snow-S01JWN.jpg
wolf-tracks-in-yukon-canada-2T5HX0A,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-in-yukon-canada-2T5HX0A.jpg
wolf-tracks-left-on-muddy-ground-in-the-subarctic-in-manitoba-canada-the-tracks-have-been-frozen-PKNNNC,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-left-on-muddy-ground-in-the-subarctic-in-manitoba-canada-the-tracks-have-been-frozen-PKNNNC.jpg
wolf-tracks-left-on-muddy-ground-in-the-subarctic-in-manitoba-canada-the-tracks-have-been-frozen-PKNNNF,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-left-on-muddy-ground-in-the-subarctic-in-manitoba-canada-the-tracks-have-been-frozen-PKNNNF.jpg
wolf-tracks-on-a-gravel-bank-at-the-rocky-river-G0E21Y,Loup,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Loup\wolf-tracks-on-a-gravel-bank-at-the-rocky-river-G0E21Y.jpg
