ID,Espèce,Chemin d'accès
2856017-pistes-de-chien-au-sol-photo,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\2856017-pistes-de-chien-au-sol-photo.jpg
2856047-pistes-de-chien-au-sol-photo,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\2856047-pistes-de-chien-au-sol-photo.jpg
29105307-flotte-le-chiens-pieds-sur-le-sable-photo4,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\29105307-flotte-le-chiens-pieds-sur-le-sable-photo4.jpg
29852878-photographie-a-theme-grande-empreinte-animal-chien-fermer-photo4,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\29852878-photographie-a-theme-grande-empreinte-animal-chien-fermer-photo4.jpg
2c4k1y6,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\2c4k1y6.jpg
2ddb7ce19ccf5af59b2913e4408ef65a,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\2ddb7ce19ccf5af59b2913e4408ef65a.jpg
2e157335d704cb4ac13b7b0b50a441e9,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\2e157335d704cb4ac13b7b0b50a441e9.jpg
36306273-une-chiens-piste-dans-le-sable-une-chien-a-ete-en-marchant-le-long-de-le-rivage-photo4,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\36306273-une-chiens-piste-dans-le-sable-une-chien-a-ete-en-marchant-le-long-de-le-rivage-photo4.jpg
4b0d9173e1d0361db998918b54e48a25,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\4b0d9173e1d0361db998918b54e48a25.jpg
67884285e4c274d0baa67af314243cfa,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\67884285e4c274d0baa67af314243cfa.jpg
7439554-empreinte-de-chien-sur-la-plage-photo2,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\7439554-empreinte-de-chien-sur-la-plage-photo2.jpg
7731937-empreintes-de-chien-sur-sol-en-ciment-pour-fond-de-construction-et-texture-gratuit-photo4,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\7731937-empreintes-de-chien-sur-sol-en-ciment-pour-fond-de-construction-et-texture-gratuit-photo4.jpg
9b3cf3abef40c1ea3182a3bdd25ae78d,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\9b3cf3abef40c1ea3182a3bdd25ae78d.jpg
a47j6t,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\a47j6t.jpg
a644730b4e76231dfdfec7be5c34bb95,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\a644730b4e76231dfdfec7be5c34bb95.jpg
a9g8pg,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\a9g8pg.jpg
allyson-beaucourt-i2eb6zcAiAI-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\allyson-beaucourt-i2eb6zcAiAI-unsplash.jpg
b1ef3ba53b499f762f7871bc213727d4,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\b1ef3ba53b499f762f7871bc213727d4.jpg
bd5f2d5204f6a6df213cd9270a888ad1,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\bd5f2d5204f6a6df213cd9270a888ad1.jpg
by5k36,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\by5k36.jpg
c7mjcj,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\c7mjcj.jpg
carole-hachet-d-Uz5lt2CO0-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\carole-hachet-d-Uz5lt2CO0-unsplash.jpg
chien (1),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\chien (1).jpg
christopher-eden-YI7SRzLJHT4-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\christopher-eden-YI7SRzLJHT4-unsplash.jpg
clear-distinct-dog-tracks-wet-260nw-2381335471,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\clear-distinct-dog-tracks-wet-260nw-2381335471.webp
clement-remond-d21KoR8OSaA-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\clement-remond-d21KoR8OSaA-unsplash.jpg
d1crf6,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\d1crf6.jpg
david-becker-Fh__LPWG-QI-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\david-becker-Fh__LPWG-QI-unsplash.jpg
david-klein-gj-WZ74SrcI-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\david-klein-gj-WZ74SrcI-unsplash.jpg
dh0345,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\dh0345.jpg
Dog-Track,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\Dog-Track.jpg
Dog-Tracks-(1),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\Dog-Tracks-(1).jpg
Dog-Tracks-(Gallop),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\Dog-Tracks-(Gallop).jpg
Dog-Tracks-1,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\Dog-Tracks-1.jpg
Dog-Tracks-4,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\Dog-Tracks-4.jpg
Dog-Tracks-5,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\Dog-Tracks-5.jpg
Dog-Tracks,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\Dog-Tracks.jpg
g57rn8,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\g57rn8.jpg
j711k5,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\j711k5.jpg
jasper-garratt-i45lZHQEzaQ-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\jasper-garratt-i45lZHQEzaQ-unsplash.jpg
jeet-dhanoa-TXqXDMRySZo-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\jeet-dhanoa-TXqXDMRySZo-unsplash.jpg
kghrh0,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\kghrh0.jpg
linda-robert-snLpcS1RdwA-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\linda-robert-snLpcS1RdwA-unsplash.jpg
lucie-dorne-3a2nF1PYLqY-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\lucie-dorne-3a2nF1PYLqY-unsplash.jpg
mark-timberlake-D2AxjLNN4ig-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\mark-timberlake-D2AxjLNN4ig-unsplash.jpg
nick-fewings-_uYKQgWkMS0-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\nick-fewings-_uYKQgWkMS0-unsplash.jpg
original (1),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (1).jpeg
original (1),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (1).jpg
original (2),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (2).jpeg
original (2),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (2).jpg
original (3),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (3).jpeg
original (3),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (3).jpg
original (4),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (4).jpeg
original (4),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (4).jpg
original (5),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (5).jpeg
original (5),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (5).jpg
original (6),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (6).jpeg
original (6),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (6).jpg
original (7),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (7).jpeg
original (9),Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original (9).jpg
original,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original.jpeg
original,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\original.jpg
ryan-zazueta-p9IbIM0-JW8-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\ryan-zazueta-p9IbIM0-JW8-unsplash.jpg
sirisvisual-Dpy-cR8Sjn8-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\sirisvisual-Dpy-cR8Sjn8-unsplash.jpg
stephanie-klepacki-M-wNTtKsDgc-unsplash,Chien,C:\Users\oulis\Documents\mspr-ia\projet MSPR\Mammiferes\Chien\stephanie-klepacki-M-wNTtKsDgc-unsplash.jpg
